origin_index,origin_date,origin_ts_ny,origin_clock_status,target_1d_date,target_1d_maturity,target_3d_date,target_3d_maturity,close,monthly_direction_3m,fast_state,slow_state,emergency_level,emergency_reversal,ny17_state_pit_status,gvz_source_date,gvz_value,gvz_cap,gvz_panic,gvz_pit_status,macro_event_v2_pit_status,bocpd_pit_status,market_shock_v3_status,scoring_eligibility,evidence_class,prospective_claim
139,2025-10-13,2025-10-13T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-10-14,MATURED,2025-10-16,MATURED,4121.65,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2025-10-13,24.53,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
140,2025-10-14,2025-10-14T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-10-15,MATURED,2025-10-17,MATURED,4153.92,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2025-10-14,26.11,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
141,2025-10-15,2025-10-15T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-10-16,MATURED,2025-10-20,MATURED,4232.04,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2025-10-15,27.12,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
142,2025-10-16,2025-10-16T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-10-17,MATURED,2025-10-21,MATURED,4362.29,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2025-10-16,32.78,0.25,True,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
143,2025-10-17,2025-10-17T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-10-20,MATURED,2025-10-22,MATURED,4262.51,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2025-10-17,31.2,0.25,True,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
144,2025-10-20,2025-10-20T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-10-21,MATURED,2025-10-23,MATURED,4367.43,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2025-10-20,31.43,0.25,True,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
145,2025-10-21,2025-10-21T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-10-22,MATURED,2025-10-24,MATURED,4130.33,UP,ROBUST_UP,ROBUST_UP,UP,DOWN_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2025-10-21,29.82,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
146,2025-10-22,2025-10-22T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-10-23,MATURED,2025-10-27,MATURED,4101.14,UP,ROBUST_UP,ROBUST_UP,UP,DOWN_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2025-10-22,27.19,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
147,2025-10-23,2025-10-23T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-10-24,MATURED,2025-10-28,MATURED,4120.2,UP,ROBUST_UP,ROBUST_UP,UP,DOWN_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2025-10-23,26.68,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
148,2025-10-24,2025-10-24T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-10-27,MATURED,2025-10-29,MATURED,4106.3,UP,ROBUST_UP,ROBUST_UP,UP,DOWN_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2025-10-24,24.75,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
149,2025-10-27,2025-10-27T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-10-28,MATURED,2025-10-30,MATURED,3973.34,UP,MIXED,ROBUST_UP,UP,DOWN_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2025-10-27,23.94,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
150,2025-10-28,2025-10-28T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-10-29,MATURED,2025-10-31,MATURED,3955.84,UP,ROBUST_DOWN,ROBUST_UP,UP,DOWN_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2025-10-28,24.03,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
151,2025-10-29,2025-10-29T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-10-30,MATURED,2025-11-03,MATURED,3936.37,UP,ROBUST_DOWN,ROBUST_UP,UP,DOWN_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2025-10-29,24.7,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
152,2025-10-30,2025-10-30T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-10-31,MATURED,2025-11-04,MATURED,4023.99,UP,ROBUST_DOWN,ROBUST_UP,UP,DOWN_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2025-10-30,24.82,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
153,2025-10-31,2025-10-31T17:00:00-04:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-03,MATURED,2025-11-05,MATURED,3996.23,UP,ROBUST_DOWN,NOT_YET_ROBUST,UP,DOWN_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2025-10-31,22.66,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
154,2025-11-03,2025-11-03T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-04,MATURED,2025-11-06,MATURED,3998.01,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2025-11-03,21.38,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
155,2025-11-04,2025-11-04T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-05,MATURED,2025-11-07,MATURED,3926.01,UP,ROBUST_DOWN,NOT_YET_ROBUST,DOWN,OFF,READY_TO_REPLAY_RETROSPECTIVE,2025-11-04,21.43,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
156,2025-11-05,2025-11-05T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-06,MATURED,2025-11-10,MATURED,3979.61,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2025-11-05,20.15,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
157,2025-11-06,2025-11-06T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-07,MATURED,2025-11-11,MATURED,3974.79,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2025-11-06,20.13,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
158,2025-11-07,2025-11-07T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-10,MATURED,2025-11-12,MATURED,3997.95,UP,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2025-11-07,20.36,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
159,2025-11-10,2025-11-10T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-11,MATURED,2025-11-13,MATURED,4106.71,UP,MIXED,ROBUST_DOWN,NEUTRAL,UP_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2025-11-10,23.34,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
160,2025-11-11,2025-11-11T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-12,MATURED,2025-11-14,MATURED,4126.80856,UP,ROBUST_UP,ROBUST_DOWN,NEUTRAL,UP_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2025-11-11,23.33,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
161,2025-11-12,2025-11-12T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-13,MATURED,2025-11-16,MATURED,4194.7449,UP,ROBUST_UP,ROBUST_DOWN,NEUTRAL,UP_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2025-11-12,25.82,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
162,2025-11-13,2025-11-13T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-14,MATURED,2025-11-17,MATURED,4171.54613,UP,ROBUST_UP,ROBUST_DOWN,NEUTRAL,UP_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2025-11-13,24.82,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
163,2025-11-14,2025-11-14T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-16,MATURED,2025-11-18,MATURED,4081.00425,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2025-11-14,24.13,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
164,2025-11-16,2025-11-16T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-17,MATURED,2025-11-19,MATURED,4080.51575,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2025-11-14,24.13,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
165,2025-11-17,2025-11-17T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-18,MATURED,2025-11-20,MATURED,4045.80593,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2025-11-17,24.07,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
166,2025-11-18,2025-11-18T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-19,MATURED,2025-11-21,MATURED,4067.49807,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2025-11-18,23.9,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
167,2025-11-19,2025-11-19T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-20,MATURED,2025-11-23,MATURED,4077.76528,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2025-11-19,23.89,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
168,2025-11-20,2025-11-20T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-21,MATURED,2025-11-24,MATURED,4077.11663,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2025-11-20,22.93,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
169,2025-11-21,2025-11-21T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-23,MATURED,2025-11-25,MATURED,4065.89854,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2025-11-21,21.93,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
170,2025-11-23,2025-11-23T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-24,MATURED,2025-11-26,MATURED,4065.99958,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2025-11-21,21.93,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
171,2025-11-24,2025-11-24T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-25,MATURED,2025-11-27,MATURED,4134.13329,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,UP_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2025-11-24,22.55,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
172,2025-11-25,2025-11-25T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-26,MATURED,2025-11-28,MATURED,4130.87344,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,UP_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2025-11-25,22.4,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
173,2025-11-26,2025-11-26T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-27,MATURED,2025-11-30,MATURED,4163.81582,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,UP_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2025-11-26,21.95,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
174,2025-11-27,2025-11-27T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-28,MATURED,2025-12-01,MATURED,4157.95363,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,UP_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2025-11-26,21.95,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
175,2025-11-28,2025-11-28T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2025-11-30,MATURED,2025-12-02,MATURED,4216.32888,UP,ROBUST_UP,ROBUST_UP,NEUTRAL,UP_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2025-11-28,22.87,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
